0.06335368	0.0490144	0.72998786	0.84235597
0.7253227	0.012040759	0.042496692	0.77986014
0.12213666	0.05076305	0.4092092	0.5821089
0.33092862	0.019637546	0.12074542	0.4713116
0.22818512	0.056419436	0.38194513	0.6665497
0.48456076	0.022710817	0.078280576	0.58555216
0.074904	0.023998145	0.4150915	0.5139937
0.29277077	0.033417113	0.14942358	0.47561145
0.15701866	0.0063570864	0.20871918	0.37209493
0.4521358	0.018007163	0.10309701	0.57324
0.19012035	0.047410883	0.38990808	0.6274393
0.115197405	0.06574431	0.55485666	0.73579836
1.3259082	0.0055579664	0.01473549	1.3462017
0.13393542	0.032328863	0.609092	0.7753563
0.12511295	0.023455575	0.28681034	0.43537885
0.672468	0.006391347	0.083526686	0.762386
0.22623292	0.039378017	0.37254477	0.6381557
0.21460003	0.029277623	0.25548422	0.49936187
0.21704191	0.097949855	0.25311875	0.5681105
0.7769598	0.018674258	0.07476076	0.87039477
0.03900589	0.038272817	0.83617294	0.9134517
0.44630978	0.007877653	0.08370724	0.53789467
0.22360535	0.09243472	0.18812141	0.5041615
0.14659825	0.032202538	0.12018946	0.29899025
0.2808327	0.029711919	0.166375	0.47691965
0.22583434	0.17815275	0.48235163	0.8863387
0.98164827	0.0024240483	0.024870161	1.0089425
0.10332603	0.020369485	0.8169974	0.9406929
0.813655	0.009849007	0.07015248	0.8936565
0.049621064	0.15635085	0.80696285	1.0129348
0.26779914	0.025913406	0.058534406	0.35224697
0.7415057	0.0039615775	0.087362215	0.8328295
0.0842209	0.21771538	0.9421371	1.2440734
0.61655164	0.004665983	0.046801995	0.6680196
0.46751258	0.004595953	0.15716505	0.6292736
0.10259799	0.017982423	0.6556397	0.77622014
0.37705153	0.011018548	0.07421338	0.46228346
0.5069016	0.05610524	0.26646715	0.82947403
0.22420335	0.011952389	0.43186054	0.66801625
0.2532761	0.043180346	0.11973722	0.41619366
0.2850687	0.013790487	0.12743299	0.42629218
0.20589116	0.053192966	0.39471227	0.65379643
0.69128734	0.089989804	0.08788313	0.86916023
0.12586568	0.08509152	0.7522976	0.9632548
0.9613725	0.0049002673	0.037745334	1.0040181
0.0650695	0.2453927	0.44076884	0.751231
0.4673737	0.007104256	0.10845262	0.58293056
0.16257389	0.074317664	0.15638626	0.39327782
0.29238108	0.010904642	0.2571581	0.5604438
0.26450145	0.08282675	0.2314043	0.5787325
0.18344562	0.010282526	0.19627017	0.38999832
0.31579655	0.010110484	0.22438966	0.5502967
0.59219	0.0015598069	0.14625746	0.7400073
0.06528123	0.044172376	0.96819854	1.0776521
0.57449746	0.018413693	0.031798393	0.6247095
0.31467432	0.030634731	0.1482823	0.49359137
0.100402534	0.2492987	0.62708485	0.9767861
1.2805341	0.006648542	0.021536708	1.3087194
0.06730221	0.051214755	0.5772219	0.69573885
0.23034126	0.043421246	0.20461568	0.47837818
0.5596514	0.017378047	0.10228133	0.67931074
0.06794899	0.02346908	0.6454633	0.7368814
0.9657321	0.043015458	0.051301748	1.0600493
0.06831934	0.045559492	0.32022813	0.43410695
0.21624064	0.009853363	0.4794829	0.7055769
0.45307747	0.012847457	0.06906843	0.53499335
0.15142015	0.06472776	0.20586307	0.42201096
0.35906672	0.0200697	0.14209887	0.5212353
0.152414	0.08494412	0.36014903	0.5975071
0.2608254	0.006737804	0.20510148	0.47266465
0.29830205	0.010086797	0.13506334	0.44345218
0.503592	0.042807497	0.15117992	0.69757944
0.12912658	0.3408478	0.7583084	1.2282828
0.71472406	0.0016305479	0.021380182	0.7377348
0.30241907	0.009087985	0.24491806	0.5564251
0.1790749	0.009243343	0.45678347	0.6451017
0.205343	0.0051469975	0.15662591	0.3671159
0.40721747	0.004984545	0.11579575	0.5279978
0.21086664	0.020052347	0.6137134	0.8446324
0.4851378	0.020101633	0.045566954	0.5508064
0.14113799	0.0112803895	0.3366512	0.48906958
0.2591049	0.019096725	0.22913074	0.5073324
0.25943303	0.03682076	0.15338305	0.44963685
0.23432773	0.01038828	0.15965462	0.40437064
0.15336843	0.12771934	0.5142243	0.79531205
1.2148443	0.002750287	0.024353068	1.2419477
0.03529651	0.10986383	0.9155846	1.060745
0.3658064	0.035619996	0.18052535	0.58195174
1.0240067	0.0022942056	0.0704377	1.0967386
0.025634304	0.09398097	1.2663331	1.3859484
0.5244366	0.036082476	0.08185221	0.6423713
0.55239046	0.023187438	0.07168058	0.6472585
0.13127398	0.07005317	0.53116715	0.7324943
0.25487942	0.0023417952	0.135967	0.39318824
0.49565998	0.01748483	0.102310464	0.61545527
0.05386074	0.0443005	0.9597074	1.0578686
0.5982931	0.006519755	0.062458515	0.6672714
0.11739993	0.008164834	0.18777405	0.31333882
0.42705005	0.019539129	0.118496716	0.5650859
0.06331899	0.06321621	0.55257004	0.6791053
0.4637133	0.0056411577	0.060675286	0.5300297
0.10138987	0.022214029	0.37563223	0.4992361
0.40454975	0.016757648	0.095799334	0.5171067
0.18268012	0.04747165	0.13999067	0.37014246
0.19452381	0.059168696	0.32712853	0.58082104
0.3561574	0.03339879	0.105581075	0.49513724
0.47543222	0.00939488	0.11413342	0.5989605
0.096152276	0.058184482	0.8517082	1.0060449
0.3359243	0.013335507	0.0719179	0.4211777
0.42233422	0.01180728	0.08736304	0.5215046
